timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.gregorian.lunarSighting,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.month.days,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,date.hijri.method,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"05:53 (+00)","07:27 (+00)","12:31 (+00)","15:06 (+00)","17:24 (+00)","17:29 (+00)","18:48 (+00)","05:43 (+00)","00:26 (+00)","22:05 (+00)","02:46 (+00)","01 Jan 2030",1893488461,01-01-2030,DD-MM-YYYY,01,Tuesday,1,January,2030,AD,"Anno Domini",,26-08-1451,DD-MM-YYYY,26,"Al Thalaata",الثلاثاء,8,Shaʿbān,شَعْبان,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:53 (+00)","07:27 (+00)","12:31 (+00)","15:06 (+00)","17:25 (+00)","17:30 (+00)","18:49 (+00)","05:43 (+00)","00:26 (+00)","22:06 (+00)","02:47 (+00)","02 Jan 2030",1893574861,02-01-2030,DD-MM-YYYY,02,Wednesday,1,January,2030,AD,"Anno Domini",,27-08-1451,DD-MM-YYYY,27,"Al Arba'a",الاربعاء,8,Shaʿbān,شَعْبان,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:28 (+00)","12:32 (+00)","15:07 (+00)","17:26 (+00)","17:31 (+00)","18:50 (+00)","05:44 (+00)","00:27 (+00)","22:06 (+00)","02:47 (+00)","03 Jan 2030",1893661261,03-01-2030,DD-MM-YYYY,03,Thursday,1,January,2030,AD,"Anno Domini",,28-08-1451,DD-MM-YYYY,28,"Al Khamees",الخميس,8,Shaʿbān,شَعْبان,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:28 (+00)","12:32 (+00)","15:08 (+00)","17:27 (+00)","17:32 (+00)","18:50 (+00)","05:44 (+00)","00:27 (+00)","22:07 (+00)","02:47 (+00)","04 Jan 2030",1893747661,04-01-2030,DD-MM-YYYY,04,Friday,1,January,2030,AD,"Anno Domini",,29-08-1451,DD-MM-YYYY,29,"Al Juma'a",الجمعة,8,Shaʿbān,شَعْبان,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:28 (+00)","12:33 (+00)","15:09 (+00)","17:27 (+00)","17:32 (+00)","18:51 (+00)","05:44 (+00)","00:28 (+00)","22:08 (+00)","02:48 (+00)","05 Jan 2030",1893834061,05-01-2030,DD-MM-YYYY,05,Saturday,1,January,2030,AD,"Anno Domini",,01-09-1451,DD-MM-YYYY,1,"Al Sabt",السبت,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,"1st Day of Ramadan"
"05:54 (+00)","07:28 (+00)","12:33 (+00)","15:09 (+00)","17:28 (+00)","17:33 (+00)","18:52 (+00)","05:44 (+00)","00:28 (+00)","22:08 (+00)","02:48 (+00)","06 Jan 2030",1893920461,06-01-2030,DD-MM-YYYY,06,Sunday,1,January,2030,AD,"Anno Domini",,02-09-1451,DD-MM-YYYY,2,"Al Ahad",الاحد,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:28 (+00)","12:33 (+00)","15:10 (+00)","17:29 (+00)","17:34 (+00)","18:53 (+00)","05:44 (+00)","00:29 (+00)","22:09 (+00)","02:48 (+00)","07 Jan 2030",1894006861,07-01-2030,DD-MM-YYYY,07,Monday,1,January,2030,AD,"Anno Domini",,03-09-1451,DD-MM-YYYY,3,"Al Athnayn",الاثنين,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:28 (+00)","12:34 (+00)","15:11 (+00)","17:30 (+00)","17:35 (+00)","18:53 (+00)","05:44 (+00)","00:29 (+00)","22:09 (+00)","02:49 (+00)","08 Jan 2030",1894093261,08-01-2030,DD-MM-YYYY,08,Tuesday,1,January,2030,AD,"Anno Domini",,04-09-1451,DD-MM-YYYY,4,"Al Thalaata",الثلاثاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:28 (+00)","12:34 (+00)","15:12 (+00)","17:31 (+00)","17:36 (+00)","18:54 (+00)","05:44 (+00)","00:29 (+00)","22:10 (+00)","02:49 (+00)","09 Jan 2030",1894179661,09-01-2030,DD-MM-YYYY,09,Wednesday,1,January,2030,AD,"Anno Domini",,05-09-1451,DD-MM-YYYY,5,"Al Arba'a",الاربعاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:55 (+00)","07:28 (+00)","12:35 (+00)","15:12 (+00)","17:32 (+00)","17:37 (+00)","18:55 (+00)","05:45 (+00)","00:30 (+00)","22:10 (+00)","02:49 (+00)","10 Jan 2030",1894266061,10-01-2030,DD-MM-YYYY,10,Thursday,1,January,2030,AD,"Anno Domini",,06-09-1451,DD-MM-YYYY,6,"Al Khamees",الخميس,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:55 (+00)","07:28 (+00)","12:35 (+00)","15:13 (+00)","17:33 (+00)","17:38 (+00)","18:56 (+00)","05:45 (+00)","00:30 (+00)","22:11 (+00)","02:49 (+00)","11 Jan 2030",1894352461,11-01-2030,DD-MM-YYYY,11,Friday,1,January,2030,AD,"Anno Domini",,07-09-1451,DD-MM-YYYY,7,"Al Juma'a",الجمعة,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:55 (+00)","07:28 (+00)","12:35 (+00)","15:14 (+00)","17:33 (+00)","17:38 (+00)","18:57 (+00)","05:45 (+00)","00:31 (+00)","22:12 (+00)","02:50 (+00)","12 Jan 2030",1894438861,12-01-2030,DD-MM-YYYY,12,Saturday,1,January,2030,AD,"Anno Domini",,08-09-1451,DD-MM-YYYY,8,"Al Sabt",السبت,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:55 (+00)","07:28 (+00)","12:36 (+00)","15:15 (+00)","17:34 (+00)","17:39 (+00)","18:57 (+00)","05:45 (+00)","00:31 (+00)","22:12 (+00)","02:50 (+00)","13 Jan 2030",1894525261,13-01-2030,DD-MM-YYYY,13,Sunday,1,January,2030,AD,"Anno Domini",,09-09-1451,DD-MM-YYYY,9,"Al Ahad",الاحد,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:27 (+00)","12:36 (+00)","15:16 (+00)","17:35 (+00)","17:40 (+00)","18:58 (+00)","05:44 (+00)","00:31 (+00)","22:13 (+00)","02:50 (+00)","14 Jan 2030",1894611661,14-01-2030,DD-MM-YYYY,14,Monday,1,January,2030,AD,"Anno Domini",,10-09-1451,DD-MM-YYYY,10,"Al Athnayn",الاثنين,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:27 (+00)","12:37 (+00)","15:16 (+00)","17:36 (+00)","17:41 (+00)","18:59 (+00)","05:44 (+00)","00:32 (+00)","22:13 (+00)","02:50 (+00)","15 Jan 2030",1894698061,15-01-2030,DD-MM-YYYY,15,Tuesday,1,January,2030,AD,"Anno Domini",,11-09-1451,DD-MM-YYYY,11,"Al Thalaata",الثلاثاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:27 (+00)","12:37 (+00)","15:17 (+00)","17:37 (+00)","17:42 (+00)","19:00 (+00)","05:44 (+00)","00:32 (+00)","22:14 (+00)","02:50 (+00)","16 Jan 2030",1894784461,16-01-2030,DD-MM-YYYY,16,Wednesday,1,January,2030,AD,"Anno Domini",,12-09-1451,DD-MM-YYYY,12,"Al Arba'a",الاربعاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:27 (+00)","12:37 (+00)","15:18 (+00)","17:38 (+00)","17:43 (+00)","19:01 (+00)","05:44 (+00)","00:32 (+00)","22:14 (+00)","02:50 (+00)","17 Jan 2030",1894870861,17-01-2030,DD-MM-YYYY,17,Thursday,1,January,2030,AD,"Anno Domini",,13-09-1451,DD-MM-YYYY,13,"Al Khamees",الخميس,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:26 (+00)","12:38 (+00)","15:19 (+00)","17:39 (+00)","17:44 (+00)","19:02 (+00)","05:44 (+00)","00:33 (+00)","22:15 (+00)","02:51 (+00)","18 Jan 2030",1894957261,18-01-2030,DD-MM-YYYY,18,Friday,1,January,2030,AD,"Anno Domini",,14-09-1451,DD-MM-YYYY,14,"Al Juma'a",الجمعة,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:26 (+00)","12:38 (+00)","15:20 (+00)","17:40 (+00)","17:45 (+00)","19:02 (+00)","05:44 (+00)","00:33 (+00)","22:15 (+00)","02:51 (+00)","19 Jan 2030",1895043661,19-01-2030,DD-MM-YYYY,19,Saturday,1,January,2030,AD,"Anno Domini",,15-09-1451,DD-MM-YYYY,15,"Al Sabt",السبت,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:54 (+00)","07:26 (+00)","12:38 (+00)","15:21 (+00)","17:41 (+00)","17:46 (+00)","19:03 (+00)","05:44 (+00)","00:33 (+00)","22:16 (+00)","02:51 (+00)","20 Jan 2030",1895130061,20-01-2030,DD-MM-YYYY,20,Sunday,1,January,2030,AD,"Anno Domini",,16-09-1451,DD-MM-YYYY,16,"Al Ahad",الاحد,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:53 (+00)","07:25 (+00)","12:38 (+00)","15:21 (+00)","17:42 (+00)","17:47 (+00)","19:04 (+00)","05:43 (+00)","00:34 (+00)","22:16 (+00)","02:51 (+00)","21 Jan 2030",1895216461,21-01-2030,DD-MM-YYYY,21,Monday,1,January,2030,AD,"Anno Domini",,17-09-1451,DD-MM-YYYY,17,"Al Athnayn",الاثنين,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:53 (+00)","07:25 (+00)","12:39 (+00)","15:22 (+00)","17:43 (+00)","17:48 (+00)","19:05 (+00)","05:43 (+00)","00:34 (+00)","22:17 (+00)","02:51 (+00)","22 Jan 2030",1895302861,22-01-2030,DD-MM-YYYY,22,Tuesday,1,January,2030,AD,"Anno Domini",,18-09-1451,DD-MM-YYYY,18,"Al Thalaata",الثلاثاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:53 (+00)","07:24 (+00)","12:39 (+00)","15:23 (+00)","17:44 (+00)","17:49 (+00)","19:06 (+00)","05:43 (+00)","00:34 (+00)","22:17 (+00)","02:51 (+00)","23 Jan 2030",1895389261,23-01-2030,DD-MM-YYYY,23,Wednesday,1,January,2030,AD,"Anno Domini",,19-09-1451,DD-MM-YYYY,19,"Al Arba'a",الاربعاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:52 (+00)","07:24 (+00)","12:39 (+00)","15:24 (+00)","17:45 (+00)","17:50 (+00)","19:07 (+00)","05:42 (+00)","00:34 (+00)","22:18 (+00)","02:51 (+00)","24 Jan 2030",1895475661,24-01-2030,DD-MM-YYYY,24,Thursday,1,January,2030,AD,"Anno Domini",,20-09-1451,DD-MM-YYYY,20,"Al Khamees",الخميس,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:52 (+00)","07:23 (+00)","12:39 (+00)","15:25 (+00)","17:46 (+00)","17:51 (+00)","19:07 (+00)","05:42 (+00)","00:35 (+00)","22:18 (+00)","02:51 (+00)","25 Jan 2030",1895562061,25-01-2030,DD-MM-YYYY,25,Friday,1,January,2030,AD,"Anno Domini",,21-09-1451,DD-MM-YYYY,21,"Al Juma'a",الجمعة,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,Lailat-ul-Qadr
"05:52 (+00)","07:23 (+00)","12:40 (+00)","15:26 (+00)","17:47 (+00)","17:52 (+00)","19:08 (+00)","05:42 (+00)","00:35 (+00)","22:19 (+00)","02:51 (+00)","26 Jan 2030",1895648461,26-01-2030,DD-MM-YYYY,26,Saturday,1,January,2030,AD,"Anno Domini",,22-09-1451,DD-MM-YYYY,22,"Al Sabt",السبت,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:51 (+00)","07:22 (+00)","12:40 (+00)","15:27 (+00)","17:48 (+00)","17:53 (+00)","19:09 (+00)","05:41 (+00)","00:35 (+00)","22:19 (+00)","02:51 (+00)","27 Jan 2030",1895734861,27-01-2030,DD-MM-YYYY,27,Sunday,1,January,2030,AD,"Anno Domini",,23-09-1451,DD-MM-YYYY,23,"Al Ahad",الاحد,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,Lailat-ul-Qadr
"05:51 (+00)","07:22 (+00)","12:40 (+00)","15:27 (+00)","17:49 (+00)","17:54 (+00)","19:10 (+00)","05:41 (+00)","00:35 (+00)","22:20 (+00)","02:51 (+00)","28 Jan 2030",1895821261,28-01-2030,DD-MM-YYYY,28,Monday,1,January,2030,AD,"Anno Domini",,24-09-1451,DD-MM-YYYY,24,"Al Athnayn",الاثنين,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:50 (+00)","07:21 (+00)","12:40 (+00)","15:28 (+00)","17:50 (+00)","17:55 (+00)","19:11 (+00)","05:40 (+00)","00:35 (+00)","22:20 (+00)","02:51 (+00)","29 Jan 2030",1895907661,29-01-2030,DD-MM-YYYY,29,Tuesday,1,January,2030,AD,"Anno Domini",,25-09-1451,DD-MM-YYYY,25,"Al Thalaata",الثلاثاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,Lailat-ul-Qadr
"05:50 (+00)","07:20 (+00)","12:40 (+00)","15:29 (+00)","17:51 (+00)","17:56 (+00)","19:12 (+00)","05:40 (+00)","00:36 (+00)","22:21 (+00)","02:51 (+00)","30 Jan 2030",1895994061,30-01-2030,DD-MM-YYYY,30,Wednesday,1,January,2030,AD,"Anno Domini",,26-09-1451,DD-MM-YYYY,26,"Al Arba'a",الاربعاء,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:49 (+00)","07:20 (+00)","12:41 (+00)","15:30 (+00)","17:52 (+00)","17:57 (+00)","19:13 (+00)","05:39 (+00)","00:36 (+00)","22:21 (+00)","02:50 (+00)","31 Jan 2030",1896080461,31-01-2030,DD-MM-YYYY,31,Thursday,1,January,2030,AD,"Anno Domini",,27-09-1451,DD-MM-YYYY,27,"Al Khamees",الخميس,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,Lailat-ul-Qadr
"05:49 (+00)","07:19 (+00)","12:41 (+00)","15:31 (+00)","17:53 (+00)","17:58 (+00)","19:13 (+00)","05:39 (+00)","00:36 (+00)","22:22 (+00)","02:50 (+00)","01 Feb 2030",1896166861,01-02-2030,DD-MM-YYYY,01,Friday,2,February,2030,AD,"Anno Domini",,28-09-1451,DD-MM-YYYY,28,"Al Juma'a",الجمعة,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:48 (+00)","07:18 (+00)","12:41 (+00)","15:31 (+00)","17:54 (+00)","17:59 (+00)","19:14 (+00)","05:38 (+00)","00:36 (+00)","22:22 (+00)","02:50 (+00)","02 Feb 2030",1896253261,02-02-2030,DD-MM-YYYY,02,Saturday,2,February,2030,AD,"Anno Domini",,29-09-1451,DD-MM-YYYY,29,"Al Sabt",السبت,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,Lailat-ul-Qadr
"05:47 (+00)","07:18 (+00)","12:41 (+00)","15:32 (+00)","17:55 (+00)","18:00 (+00)","19:15 (+00)","05:37 (+00)","00:36 (+00)","22:22 (+00)","02:50 (+00)","03 Feb 2030",1896339661,03-02-2030,DD-MM-YYYY,03,Sunday,2,February,2030,AD,"Anno Domini",,30-09-1451,DD-MM-YYYY,30,"Al Ahad",الاحد,9,Ramaḍān,رَمَضان,30,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:47 (+00)","07:17 (+00)","12:41 (+00)","15:33 (+00)","17:56 (+00)","18:01 (+00)","19:16 (+00)","05:37 (+00)","00:36 (+00)","22:23 (+00)","02:50 (+00)","04 Feb 2030",1896426061,04-02-2030,DD-MM-YYYY,04,Monday,2,February,2030,AD,"Anno Domini",,01-10-1451,DD-MM-YYYY,1,"Al Athnayn",الاثنين,10,Shawwāl,شَوّال,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,Eid-ul-Fitr
"05:46 (+00)","07:16 (+00)","12:41 (+00)","15:34 (+00)","17:57 (+00)","18:02 (+00)","19:17 (+00)","05:36 (+00)","00:36 (+00)","22:23 (+00)","02:50 (+00)","05 Feb 2030",1896512461,05-02-2030,DD-MM-YYYY,05,Tuesday,2,February,2030,AD,"Anno Domini",,02-10-1451,DD-MM-YYYY,2,"Al Thalaata",الثلاثاء,10,Shawwāl,شَوّال,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:45 (+00)","07:15 (+00)","12:41 (+00)","15:34 (+00)","17:58 (+00)","18:03 (+00)","19:18 (+00)","05:35 (+00)","00:36 (+00)","22:23 (+00)","02:49 (+00)","06 Feb 2030",1896598861,06-02-2030,DD-MM-YYYY,06,Wednesday,2,February,2030,AD,"Anno Domini",,03-10-1451,DD-MM-YYYY,3,"Al Arba'a",الاربعاء,10,Shawwāl,شَوّال,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:45 (+00)","07:14 (+00)","12:41 (+00)","15:35 (+00)","17:59 (+00)","18:04 (+00)","19:18 (+00)","05:35 (+00)","00:36 (+00)","22:24 (+00)","02:49 (+00)","07 Feb 2030",1896685261,07-02-2030,DD-MM-YYYY,07,Thursday,2,February,2030,AD,"Anno Domini",,04-10-1451,DD-MM-YYYY,4,"Al Khamees",الخميس,10,Shawwāl,شَوّال,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:44 (+00)","07:13 (+00)","12:41 (+00)","15:36 (+00)","18:00 (+00)","18:05 (+00)","19:19 (+00)","05:34 (+00)","00:36 (+00)","22:24 (+00)","02:49 (+00)","08 Feb 2030",1896771661,08-02-2030,DD-MM-YYYY,08,Friday,2,February,2030,AD,"Anno Domini",,05-10-1451,DD-MM-YYYY,5,"Al Juma'a",الجمعة,10,Shawwāl,شَوّال,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
"05:43 (+00)","07:13 (+00)","12:41 (+00)","15:37 (+00)","18:01 (+00)","18:06 (+00)","19:20 (+00)","05:33 (+00)","00:37 (+00)","22:25 (+00)","02:49 (+00)","09 Feb 2030",1896858061,09-02-2030,DD-MM-YYYY,09,Saturday,2,February,2030,AD,"Anno Domini",,06-10-1451,DD-MM-YYYY,6,"Al Sabt",السبت,10,Shawwāl,شَوّال,29,1451,AH,"Anno Hegirae",HJCoSA,8.8888888,7.7777777,Africa/Casablanca,21,Morocco,19,17,33.9715904,-6.8498129,MIDDLE_OF_THE_NIGHT,STANDARD,STANDARD,0,0,0,5,0,5,0,0,0,
